Job,Education
"['Ufficio commerciale', 'Impiegato contabilità', 'Impiegato amministrativo', ""Impiegato d'ufficio""]","[""Laurea Magistrale  LM in Scienze dell'Economia e della Gestione Aziendale"", 'Direzione aziendale', '110/110 e lode', ""Laurea triennale in Scienze dell'Economia e della Gestione Aziendale"", 'Economia aziendale/manageriale']"
"['Business Analyst Intern', 'Tirocinante']","['Laurea Magistrale', 'Statistica, economia e impresa', 'Laurea triennale', 'Scienze Statistiche']"
"['Operatore fiscale senior', 'Operatore di sportello']","['Laurea Magistrale', 'Economia e Diritto', '110 e Lode', 'Laurea Triennale', ""Economia dell'impresa"", 'Diploma di ragioniere perito commerciale e programmatore', 'Scuola media superiore', '100 e Lode']"
"['Online Marketing Specialist Intern', 'Assistente revisore contabile', 'Stage', 'Stage', 'Stage']","[""Laurea Magistrale  LM in Scienze dell'Economia e della Gestione Aziendale"", 'Direzione Aziendale', 'High School Diploma', 'Economia', 'Laurea triennale', 'management e marketing']"
"['Project Manager', 'Impiegato']","['Laurea Magistrale Scienze Economiche  LM-56', 'Economia e diritto', 'average grade 29.3', 'Laurea triennale in Scienze Economiche L-33', 'Economia del turismo']"
"['Business controller', 'Business controller', 'Junior industrial Auditor', 'Front Desk', 'Product manager']","['Economia, Management e Statistica', 'Economia e Diritto', '110L', 'Master executive in Finanza e controllo, Auditing, credit risk management e compliance', 'Finanza e Controllo', 'Erasmus', 'Droit et Science Poltique']"
"['Addetta alle vendite', 'Addetta alle vendite', 'Studente tirocinante', 'Addetta alle vendite', 'Addetta alle vendite']","['Laurea Magistrale  LM', 'Economia e Management', '110 e Lode', 'Laurea triennale in Economia e Commercio', 'Curriculum Economia e Management', '108', 'Diploma in Amministrazione, Finanza e Marketing']"
['Analista dei costi'],"['Laurea Magistrale  LM', 'Management dell’economia sociale', '1° ciclo -  Laurea L', 'Scienze politiche sociali e internazionali']"
"['Direttore comunicazione e marketing ; Responsabile Amministrativo; membro del comitato Tecnico', 'Assistente professore', 'Funzionario addetto alla logistica']","['1° ciclo -  Laurea L', 'Economia aziendale/manageriale', '110/110 e lode', 'Erasmus Program', 'Grado en Administración y Dirección de empresas', 'Laurea triennale in Scienze Economiche', 'Economia', '107/110']"
"['Randstad Italia', 'Tirocinio curriculare per tesi di laurea']","['Laurea Magistrale  LM', 'economia e diritto', 'Laurea triennale', 'scienze politiche, sociali e internazionali', 'diploma']"
"['Analista del credito', 'Operatore Fiscale', 'Responsabile Campagna Promozionale sul Territorio di Bologna']","['1° ciclo -  Laurea L', 'Economia aziendale/manageriale', 'Doble grado en Administración de Empresa y Derecho', 'Diploma di Liceo Scientifico', 'Liceo scientifico tradizionale']"
"['Data analyst', 'Marketing Division Member Formula SAE Team']","['Laurea Magistrale  LM', ""Amministrazione e gestione d'impresa"", 'Laurea triennale Economia, Mercati e Istituzioni']"
"['Analista Direzione Sviluppo Persone e Organizzazione', 'Impiegato amministrazione del personale']","['Laurea Magistrale in Relazioni di Lavoro', 'economia', 'Master in Diritto del Lavoro', 'laurea economia aziendale', 'Economia']"
"['BIP', 'IKEA Group']","['Laurea Magistrale  LM in Statistica, Economia e Impresa', 'Marketing e Ricerca di mercato', 'Laurea triennale in Scienze Statistiche', 'Statistica economia e impresa', 'Diploma di maturità scientifica', 'MAXI potenziato in matematica e informatica']"
"['Technology consulting analyst', 'Alma Mater Studiorum - Università di Bologna', 'Booking Agent', 'Tirocinante']","['Laurea Magistrale', 'Economics', '104', 'Laurea Triennale', 'Economia e Management', '108/110', 'Erasmus + exchange student', 'Economics and Managment']"
"['Illumia', 'Analista Marketing Intelligence', 'Capo allenatore basket', 'Studente tirocinante', 'Operaio stagionale']","['Laurea Magistrale  LM', 'Statistica Economia ed Impresa', '110/110 e Lode', 'Laurea triennale', 'Statistica', '110 e Lode']"
"['Analista ricerche di mercato', 'Addetta vendite', 'Addetta attrazioni', 'Assistente segretario']","['Laurea Magistrale  LM', 'Statistica, Economia e Impresa', 'Laurea breve in Scienze Economiche', 'Economia e Management', '107/110']"
"['Senior Recruitment Officer', 'Internship Workplacement Manager', 'Servizio civile']","['1°\xa0livello - Laurea L', 'Scienze internazionali e diplomatiche', 'Laurea Magistrale  LM', 'International Politics and Markets']"
['Consulenza Mercati Energetici'],"['Laurea Magistrale, ""Scienze Statistiche, Finanziarie e Attuariali""', 'Laurea in Finanza, Assicurazioni e Impresa', 'Scienze statistiche', '102/110', 'Diploma di Maturità']"
"['Rilevatore per il Censimento Permanente della Popolazione 2021', 'Business Analyst']","['Laurea Magistrale  LM', 'Statistica', 'Laurea triennale', 'Statistica']"
"['President&CEO', 'Chief Executive Officer', 'Managing Director', 'Sales&Marketing Director', 'Sales Director Asia', 'Area Manager', 'Sales Manager']","['Master of Business Administration (M.B.A.)', ""Bachelor's degree"", 'Scienze politiche e governo']"
"['Analista statistico', 'Studioso di statistica', 'Statistico']","['Laurea Magistrale  LM', 'Statistical Scince (Official statistic)', '1° ciclo -  Laurea L', 'laurea in scienze statistiche (curriculum bio-demografico)']"
"[""Head of HR monitoring processes and KPI's"", 'Business analyst', 'Ricerca']","['laurea', 'scienze statistiche ed economiche']"
"['Business Analyst', 'Tutor di Statistica', 'Tutor']","['Statistical Sciences', 'Data Science', '110 cum laude', 'Laurea triennale in Scienze Statistiche', 'Bio Demografia', '107']"
"['Data Analyst', 'Professore a contratto', 'Tutor Didattico', 'Docente', 'External Consultant', 'Docente', 'Tutor Didattico', 'Tutor', 'Tirocinante', 'Mediatrice']","['PhD in Management', 'Laurea Magistrale', 'Statistica, Economia e Impresa', '110/110 e lode', 'Laurea Triennale', 'Scienze statistiche', '106/110', 'Diploma di Perito Industriale', 'Elettrotecnica e Automazione', '100/100']"
"['Statistico', 'Statistico']","['Laurea Magistrale  LM', 'Scienze statistiche', '1° ciclo -  Laurea L', 'Scienze statistiche', '101/110']"
"['Statistico sanitario', 'Statistico sanitario', 'Volontaria servizio civile regione Emilia-Romagna', 'Rilevatrice Censimento Permanente della popolazione', 'Tirocinante statistica', 'Tutor supporto studenti']","[""Master's degree"", 'Scienze Statistiche', 'Laurea', 'Scienze statistiche, economia e impresa']"
"['Group Data Scientist', 'Business Analytics Expert', 'Business Analytics Specialist', 'Tutor corso di laurea magistrale in Scienze Statistiche', 'Tutor di supporto a studenti con bisogni speciali']","['Laurea Magistrale  LM', 'Scienze Statistiche', '108', ""Bachelor's degree"", 'Statistics', 'First-class honour', 'laurea', 'Statistica', '110 cum laude']"
"['Docente di matematica e statistica', 'Tutor']",['Scienze Statistiche ed Economiche']
"['Statistico sanitario', 'Assistenza clienti']","['Laurea Magistrale  LM', 'Statistica, Economia e Impresa', 'Laurea L in Scienze Economiche', 'Economia Bancaria e Finanziaria']"
"['Analista funzionale', 'Studente tirocinante', 'Stage', 'Alfiere - Ufficio Cerimoniale']","['Laurea Magistrale  LM', 'Finanza, generale', '110 e lode', ""Laurea triennale in Scienze dell'Economia e della Gestione Aziendale"", 'Economia aziendale/manageriale', '102', 'diploma', '82']"
['Responsabile delle attività promozionali'],"['Scienze dello Sviluppo e della Cooperazione Internazionale', 'Scienze politiche', 'Scienze politiche sociali e internazionali', 'Diploma Classico']"
['Analista fondi comuni'],"['Laurea', 'Economia e commercio, curriculum Economia e Management', '110 e Lode', 'Laurea Magistrale', 'Finanza, intermediari e mercati']"
"['Analista funzionale Back office titoli', 'Cameriere']","['Laurea Magistrale  LM', 'finanza, intermediari e mercati', '110/110 con lode', 'Laurea triennale', 'economia e gestione aziendale', '110/110 con lode', 'Diploma Istituto Tecnico e Professionale', '94/100']"
"['Impiegato bancario', 'Tirocinio Curriculare']","['Laurea Specialistica', 'Finanza, Intermediari e Mercati', '102', 'Laurea', 'Economia Aziendale']"
"['Analista finanziario', 'Consulente IT']","['Corso di Alta Formazione', 'Finanza Matematica', 'Laurea Magistrale', 'Matematica', 'Laurea Triennale', 'Matematica per le applicazioni']"
['Consulente finanziario'],"['Finanza, Intermedari e mercati', '110/110L', 'Laurea Triennale in Economia e Management', 'Gestione delle imprese']"
"['Data Analyst', 'Data Analyst', 'Analista finanziario', 'Consulente Area Finanza - Back Office Titoli']","['Laurea Magistrale  LM', 'Economia e politica economica', '110 cum laude', 'Laurea Magistrale  LM', 'Finanza, Intermediari e Mercati', 'Laurea triennale', 'Economia e Finanza']"
"['Risk manager', 'Analista del credito']","['Corso di Alta Formazione Executive', 'Finanza Matematica', 'Laurea Magistrale', 'Economia e Finanza', '110/110 e lode', 'Laurea', 'Economia e Commercio', '106/110']"
"['Analyst - risk predictive analytics', 'Stagista']","['Laurea Magistrale', 'finanza, intermediari e mercati', 'Laurea triennale', 'Economia aziendale']"
['Junior Analyst - Wealth and Asset Management - Solution Analysis'],"['Laurea Magistrale  LM', 'Finanza, Intermediari e Mercati', '108 / 110', '1°\xa0livello - Laurea L', 'Finanza, Assicurazioni e Impresa', 'Perito Informatico']"
"['Market & Credit Risk Analyst', 'Banking Specialist']","['Laurea Magistrale  LM', 'Finanza intermediari e mercati', '108/110', 'Laurea triennale', 'Economia aziendalle', '101/110', 'diploma di maturità']"
"['funzionaria politiche sociali', 'educatrice per minori ed handicap, operatrice culturale, responsabile di struttura per anziani,']","['Laurea specialistica in O.M.A. Occupazione mercato e ambiente', 'Sociologico', '110/110', 'laurea quadriennale in scienze politiche, indirizzo politco-sociale (1992)', 'scienze politiche indirizzo politico-sociale', '110', 'Master di II livello in Valutazione della qualità dei servizi socio-sanitari']"
"['Market & Credit Risk Analyst', 'Stagista', 'Stagista']","['Laurea Magistrale  LM', 'Finanza, Intermediari e Mercati', '110/110', 'Laurea triennale', 'Economia aziendale', '110/110 e lode', 'Diploma Liceo Scientifico', '95/100']"
"['Finanza - Pianificazione finanziaria e patrimoniale', 'Internship', 'Portalettere']","[""Laurea Magistrale  LM in Scienze dell'Economia e della Gestione Aziendale"", 'Economia e gestione aziendale', 'Laurea triennale', 'Economia e finanza', 'Diploma di istruzione secondaria superiore ad indirizzo scientifico', 'Piano nazionale informatica']"
"['Essegibi Service S.p.A.', 'Stage']","['Laurea Magistrale LM', 'Finanza, intermediari e mercati', 'Laurea triennale in Economia e Management', ""Scienze dell'economia e della gestione aziendale""]"
['SCS Consulting | Consulenza direzionale'],"['Laurea magistrale in Finanza, intermediari e mercati', 'Voto finale: 110 e lode', 'Laurea in Scienze economiche e bancarie', 'Curriculum: banca e finanza', 'Voto finale: 109', 'Diploma', 'Voto finale: 97']"
"['Consulente strategico in finanza agevolata', 'Project Manager', 'Collaborazione occasionale', 'Tirocinante', 'Università di Bologna']","['Laurea Specialistica', 'Affari e relazioni internazionali', '110 e lode/110', 'Laurea triennale', 'Scienze della Comunicazione', '110/110', 'Master in Europrogettazione Official AICCRE', 'Europrogettazione', 'Ottimo']"
"['Consulente Tecnico Finanza Agevolata', 'Innova Finance', 'Stage', 'Tirocinio']","['Laurea Magistrale in Scienze Politiche', 'Politica Amministrazione e Organizzazione', '106/110', 'Laurea triennale', 'Sociologia e Scienze Criminologiche per la Sicurezza']"
['Junior Consultant Financial Risk Manager'],"['Laurea Magistrale LM in Finanza, Intermediari e Mercati', '108/110', 'Laurea triennale in Economia e Finanza', '92/110', 'Diploma Istituto Tecnico e Professionale', 'Ragioneria, Indirizzo giuridico economico e aziendale', '84/100']"
"['financing advisor', 'Assistente contabile', ""Collaboratore  nell'ufficio amministrativo/contabile""]","['Laurea Magistrale  LM', 'Finanza intermediari  e mercati', 'Laurea triennale', 'Economia e amministrazione delle imprese']"
"['Risk Adviser', 'Junior Analyst Wealth and Asset Management', 'Intern Fintech Services', 'Insegnante di italiano']","['Laurea Magistrale  LM', 'Quantitative Finance', 'Summer School', 'GreEnFin Summer School', 'Erasmus', 'Economics- Mathematical Finance']"
['Junior Data Scientist'],"['Corso di Alta Formazione', 'Finanza Matematica', 'Laurea Magistrale in Matematica - Curriculum applicativo', '110/110', 'Laurea Triennale in Matematica', '103/110']"
['Collaboratore'],"['Laurea Magistrale  LM', 'Scienze internazionali e diplomatiche', 'Laurea triennale', 'Scienze politiche, economiche e del governo', '110', 'Diploma', 'Relazioni internazionali per il marketing', '100']"
"['Consulente Tecnico Finanza Agevolata e Corporate Finance', 'Consulente tecnico']","['Laurea Magistrale in Finanza Intermediari e Mercati', 'Finanza Intermediari e Mercati', 'Laurea Triennale in Economia Aziendale', 'Economia Aziendale']"
"['Simgest - La Finanza in linea con la filosofia Coop', 'Junior Asset Manager', 'Junior Export Manager']","['Laurea Magistrale  LM', 'Finanza, Intermediari e Mercati', '110/110', 'Laurea triennale', 'Economia e Finanza', 'diploma']"
"[""Consulente Aziendale Finanza d'Impresa""]","['Ingegnere', 'Edilizia, urbanistica, architettura']"
"['Analyst', 'Gestore patrimoniale', 'Junior Research Analyst']","['Laurea Magistrale  LM', 'Finanza Intermediari e Mercati', '110 e lode', 'Laurea triennale', 'Economia e Finanza', '110 e lode']"
"['Customer Service Sales Assistant', 'Corporate Banking Intern', 'Assistant Private Banker', 'Private Banking intern', 'Bagnino']","['Laurea Magistrale  LM', 'Finanza, intermediari e mercati', ""Laurea triennale in Scienze dell'Economia e della Gestione Aziendale"", 'Economia', 'Maturità scientifica', 'PNI matematica']"
"['Consulente finanza agevolata', 'Collaboratore indipendente', 'Consulente finanza agevolata']","['Corso di Master Universitario di 1° livello', 'Esperto Progetti Finanziamenti e Fondi Europei', 'Laurea Triennale', ""Giurista d'Impresa e delle Amministrazioni Pubbliche""]"
"['Consultant', 'CRIF', 'Tirocinio']","['Laurea Magistrale LM in Statistica, Economia e Impresa', 'Scienze Statistiche', '110/110', 'Laurea triennale in Economia, Mercati e Isitituzioni', 'Scienze Economiche', '103/110', 'Erasmus Program']"
"['Statistico e Data Manager', 'Tutor a supporto degli studenti', 'Statistico']","['Laurea Magistrale', 'Scienze statistiche', '110L', ""Bachelor's degree"", 'Mathematics and Statistics', 'First class with honours', 'Laurea', 'Scienze Statistiche', '110L']"
"['Statistico e Data Manager', 'Rilevatore Statistico', 'Statistico - Tirocinio curriculare', 'Statistico - Tirocinio curriculare']","['Second Cycle Degree in Statistical Sciences', 'Curriculum: Life Statistics', '110/110 con lode', 'Laurea Triennale in Scienze Statistiche (L-41)', 'curriculum: Bio-demografico', '100/110', 'Diploma', 'Lingue estere: Inglese, Francese e Spagnolo', '87/100']"
['Statistico'],"['Laurea Specialistica in Scienza Statistiche', 'Epidemiology']"
"['Digital Marketing Manager', 'Marketing Manager', 'Social media manager e addetto stampa', 'Consulente social media', 'Tirocinante ufficio stampa Assemblea Legislativa', 'Dipendente', 'Project manager', 'Tirocinio universitario']","['Scienze politiche', 'Mass Media e Politica', '101/110', 'Scienze Politiche', 'Sociologia', '97/110']"
"['Dirigente statistico', 'Collaboratore Statistico']","['Master in Biostatistica', 'Laurea in Scienze Statistiche e Demografiche', '110/110 e lode']"
"['Statistico', 'Segreteria Ufficio Ricerca Clinica e Organizzativa', 'Amministrativo', 'Tutor didattico Corso Formazione Permanente', 'Assegnista di ricerca']","['Sistemi informativi aziendali', 'Scienze statistiche', 'Laurea triennale', 'Matematica']"
"['Prometeia', 'tirocinante', 'tirocinante']","['Laurea specialistica in Scienze Statistiche ed Economiche', 'scienze statistiche', '110 con lode', 'Laureata in Statistica, Imprese e Mercati indirizzo Finanza', 'scienze statistiche', 'Maturità Scientifica']"
"['Data Science', 'Impiegato back office', 'Tesista', 'Stagista comunicazione']","['Laurea Magistrale  LM in Statistica, Economia e Impresa', 'Marketing e ricerche di mercato', '110/110  con  Lode', 'Laurea breve in Scienze Statistiche', 'Economia e impresa', '107/110', 'Scuola Media Superiore', 'Ragioneria e programmazione informatica', '80/100']"
['Data Scientist'],"['Scienze statistiche, finanziarie e attuariali', '110/110', 'Economia e commercio', 'Economia e finanza', '110/110 L']"
"['Data Scientist', 'Tutor', 'Studente collaboratore - Biblioteca Interdipartimentale di Agraria (Gabriele Goidanich)', 'Studente collaboratore - Biblioteca di Discipline Economiche (Walter Bigiavi)', 'Studente collaboratore - Biblioteca del Dipartimento di Scienze Statistiche (Paolo Fortunati)']","['Laurea Magistrale  LM', 'Statistical Sciences - Data science', '110/110 cum Laude', 'Laurea Triennale', ""Scienze Statistiche - Economia e gestione d'impresa"", '102/110', 'Scuola secondaria di secondo grado', 'Operatore della gestione aziendale', '93/100']"
"['Consulente software', 'Studente tirocinante']","['Laurea Magistrale  LM', 'Scienze statistiche, finanziarie e attuariali', '110 cum laude', 'Laurea triennale', ""Economia dell'impresa"", '110 cum laude', 'Scuola superiore', '96']"
"['Prometeia', 'Stagista', 'Comparsa', 'Stagista']","['Laurea Magistrale  LM', 'Statistica', '110 e lode', '1° ciclo -  Laurea L', 'Statistica', '110 e lode']"
"['Analista statistico', 'Account payable', 'Insegnamento', 'Revisore tecnico', ""Impiegato d'ufficio""]","['Laurea Magistrale  LM', 'Scienze statistiche', '101/110', 'Laurea breve', 'Economia e commercio percorso in Finanza', '102/110', 'Diploma liceo scientifico', 'Indirizzo PNI', '73/100']"
"['Allianz Bank Financial Advisors', 'Steward', 'Finance Internship']","['Laurea Magistrale  LM in statistica', 'Ricerche di mercato e marketing', '92/110', '1°\xa0livello - Laurea L', 'Scienze statistiche', '95/110']"
"['Assistente alle politiche del Lavoro', 'Consulente di progetto', 'HR Consultant', 'Project Assistant', 'Branch Manager', 'Executive Search Assistant', 'Assistente ricerca, selezione del personale e consulenza aziendale', 'Co Owner']","['Scienze Politiche', 'indirizzo politico-amministrativo', 'HR Management', 'Gestione e servizi risorse umane', 'Licensed NLP  Coaching Practitioner', 'Licensed NLP Coaching Practitioner', 'Coach', 'Professional Coaching']"
"['Deloitte Italia', 'Hostess']","['Laurea Magistrale LM', 'Statistica, Economia e Impresa', '110L/110', 'Laurea triennale', 'Matematica', '92/110', 'Maturità', '88/100']"
['Data Scientist'],"['laurea magistrale scienze statistiche', 'marketing e ricerche di mercato', 'scienze statistiche triennale']"
"['Data Engineer', 'Tirocinio']","[""Master's degree"", 'Statistical Sciences, Official statistics', 'Laurea triennale', 'Scienze statistiche, Statistica economia e impresa']"
['Junior Software Developer'],"['Laurea breve', 'Statistica']"
['Gruppo Hera'],"['Laurea Specialistica in Scienze Statistiche', 'Statistica Economia ed Impresa -  Metodi quantitativi per le ricerche di mercato', '110/110', 'Master en Bioestadistica', 'Bioestadistica y Estadistica Aplicada', 'Laurea triennale in Economia e Commercio', 'Corso di Laurea di Economia e Commercio - Curriculum sperimentale in Scienze Statistiche']"
"['Deloitte Italia', 'SRQ 3202 - TECNICO DEI SERVlZl/PRODOTTI FINANZIARI, CREDITIZI, ASSICURATIVI', 'Assistenza fiscale', 'Assistenza fiscale', 'Operatore amministrativo segretariale']","['Laurea Magistrale LM , Statistica Economia e Impresa', 'Marketing e ricerche di mercato', 'Laurea triennale L41', 'Scienze Statistiche curriculum Economia e Impresa', '110 e lode', 'Diploma', 'Amministrazione Finanza e Marketing AFM', '98/100']"
"['Illumia', 'Researcher in Biostatistics', 'Data analyst mobilità urbana e soddisfazione dei cittadini']","['Laurea Magistrale  LM', 'Statistica, economia e impresa', '110/110 e lode', 'Laurea triennale', 'Scienze Statistiche', '110/110 e lode', 'Diploma']"
['Data Scientist'],"[""Master's degree in Statistical Sciences"", 'Data Science', '110L/110', 'Laurea in Scienze Statistiche', 'Statistica, economia e impresa', '110L/110', 'Maturità scientifica', 'Scienze applicate', '84/100']"
"['Data Analyst', 'Sysdata S.p.A.', 'Data Science Academy']","[""Master's degree"", 'Statistical Sciences', 'Biostatistics', 'Laurea triennale', 'Scienze statistiche']"
"['Business Data Analyst', 'Market Research Intern']","['Laurea Magistrale  LM', 'Scienze statistiche', '110 e lode', 'Exchange Programme', 'M.Sc. Economics', 'Laurea triennale', 'Sviluppo e cooperazione internazionale', '109']"
"['Direzione Commerciale', 'Direzione Commerciale', 'Funzionario', 'Commerciale']",[]
['Consuente fiscale'],"['Laurea Magistrale  LM', 'Statistica, Economia e Impresa', 'in corso', 'Laurea triennale in Scienze Economiche', 'Economia aziendale/manageriale', '93/110', 'Diploma di Maturità Scientifica', 'Piano Nazionale Informatico (PNI)', '90/100']"
"['Data Scientist', 'Kantar', 'Degree Programme Tutor', 'High School Teaching Project - PLS', 'Tutoring']","['Second Cycle Degree in Statistical Sciences', 'curriculum Data Science', '110/110 con lode', 'Laurea Triennale in Scienze Statistiche', '110/110 con lode', 'Diploma', '100/100 con lode']"
"['Docente di Matematica e Fisica', 'Tutor didattico', 'Docente di Matematica e Fisica', 'Docente di Matematica', 'Docente di Matematica e Fisica', 'Collaboratrice Codifica Invalsi', 'Tutor di Matematica', 'Tutor di Matematica']","['Laurea Magistrale in Matematica', '110/110 e Lode', 'Laurea Triennale in Matematica', '105/110', 'Diploma di Maturità Scientifica', '90/100']"
"['Insegnante di fisica e matematica', 'Insegnante di matematica', 'Assegnista di Ricerca']","['Laurea Magistrale  LM', 'Matematica', '110/110 cum laude', 'Laurea triennale', 'Matematica', '110/110', '100/100 cum laude']"
['Professore di matematica'],"['Laurea Magistrale  LM', 'Matematica', '110 e Lode', 'Laurea triennale', 'Matematica']"
"['Docente di matematica e fisica', 'Docente di matematica', 'Docente di matematica', 'Docente di matematica', 'PHD Student', 'Tutor', 'Laboratory Assistant', 'Computer Assistant']","[""Master's degree"", 'Astrophysics and Cosmology', ""Master's degree"", 'Theoretical Physics', '110/110', ""Bechelor's degree"", 'Physics', '110/110 cum laude', ""Master's degree"", 'Mathematics']"
"['Professional Software Developer', 'Tesi di laurea magistrale', 'Tutor di Calcolo Numerico']","['Laurea Magistrale in Matematica', 'Corso di Laurea in Matematica', 'Laurea Triennale in Matematica', 'Corso di Laurea in Matematica']"
"['Professoressa di matematica e scienze', 'Dottorando']","['Doctor of Philosophy - PhD', 'Biologia molecolare']"
"['Educational Data Scientist and Learning Designer', 'Doctoral Student', 'Professore di matematica e fisica', 'Professore di matematica', 'Professore a contratto', 'Professore di matematica, fisica, informatica']","['Corsi singoli (30 cfu)', 'Artificial Intelligence', 'TFA', 'matematica e fisica', '99/100', 'Laurea magistrale', 'Matematica', '110 e lode', '1°\xa0livello - Laurea L', 'Matematica', '110']"
"[""Docente di matematica fino al termine dell'attività didattica"", 'Insegnante di sostegno']","['Laurea Magistrale', 'Matematica', '110/110 e Lode']"
"['Insegnante di Matematica e Fisica', 'Tutor di Analisi Matematica', 'Insegnante di fisica e matematica', 'Insegnante di Matematica e Fisica', 'Insegnante di Matematica e Fisica', 'Tutor di Analisi Matematica', 'Insegnante di Matematica e Fisica', 'Coach', 'Istruttore', 'Consulente Commerciale', 'Group Fitness Manager']","['Laurea', 'Matematica', 'Master Pratictioner P.N.L., 2° livello intelligenza emotiva', 'Intervento Strategico-P.N.L.-Modelling-Costellazioni Familiari-Modelli Ipnotici', 'Diploma Scientifico']"
"['Bar Manager', 'Head Bartender', 'Socia e Collaboratrice', 'Bartender']","['Laurea triennale', 'Scienze internazionali e diplomatiche', 'Diploma']"
"['Insegnante di matematica e fisica', 'Insegnante di matematica e fisica']","['Laurea triennale in Fisica', '110/110 e Lode', ""Abilitazione all'insegnamento"", 'Classe di concorso A027 (ex A049)', 'Doctor of Philosophy - PhD', 'Matematica', 'Laurea Specialistica', 'Matematica', '110/110 e Lode']"
['Professore di Matematica e Fisica'],"['Laurea Magistrale  LM', 'Matematica', 'Laurea triennale in Matematica', 'Matematica', '110 e Lode']"
"['Digital Analyst', 'Tutor Didattico', 'Tutor di matematica']","['Laurea Magistrale  LM', 'Matematica', '110/110 e Lode', 'Laurea triennale', 'Matematica', 'Diploma']"
"['Junior Operation Analyst', 'Tirocinante']","['Laurea Magistrale in Matematica', 'Matematica', '110 con lode', 'Laurea triennale in Matematica', 'Matematica', '101/110', 'Diploma di ragioniere perito commerciale e programmatore', '100/100']"
['Junior Software Engineer'],"['Academy Java Full Stack', 'Laurea Magistrale  LM', 'Matematica', '105/110', 'Laurea triennale', 'Matematica', '95/110']"
"['Docente', 'docente', 'Tutor di matematica', 'Tutor di matematica', 'Tutor di matematica']",['Laurea in matematica']
['Insegnante di matematica'],"['Laurea Magistrale  LM', 'Matematica', '106/110', 'Laurea Triennale in Matematica - classe L35', 'Matematica', '91/110']"
"['Docente a contratto', 'Insegnante di matematica', 'Segreteria studenti', 'Insegnante di matematica']","['Laurea Specialistica in Matematica', 'Matematica', '110']"
"['docente', 'Docente di matematica', 'Docente di matematica, scienze, fisica ed informatica', 'Proprietaria', 'Operatore', 'Tutor didattico al laboratorio di fisica in moto']","['Laurea Magistrale  LM', 'Matematica', 'Matematica', 'Laurea triennale', 'Matematica', 'Corso biologico ambientale']"
"['Tutor di Matematica e Fisica', 'Studentessa tirocinante', 'Stagista']","['Laurea Magistrale  LM', 'Matematica, Indirizzo Didattico', 'Attestato', 'Corso BIG DATA Lab', 'Laurea triennale', 'Matematica', 'Diploma', 'Liceo Scientifico']"
"['Consulente aziendale', 'Consulente', 'COnsulente']",[]
"['Insegnante di matematica', 'Analista dati', 'Tirocinante', 'Collaboratore esterno']","['Laurea Magistrale LM', 'Matematica', '110/110 e lode', 'Laurea', 'Matematica', '91/110', 'Maturità scientifica', '93/100']"
"['Docente di Matematica Applicata', 'Docente di matematica e informatica', 'Docente di Matematica Applicata', 'Docente di Matematica Applicata', 'Docente di Matematica Applicata', 'Docente', 'Docente', 'Docente']","['Matematica', 'Abilitazione in Discipline Economico Aziendali', 'Abilitazione in Matematica Applicata', 'Economia e commercio']"
"['Docente di Matematica e Scienze', 'Docente di Matematica e Fisica', 'Data Scientist', 'Docente presso Summer School Artificial Intelligence', 'stagista Big Data Analytics']","['Laurea Specialistica', 'Matematica applicata', '110/110 e lode', 'Erasmus', 'Matematica', 'Laurea triennale', 'Matematica', '108', '98']"
['Junior Energy Consultant'],"['Laurea triennale', 'Matematica', '109/110', 'Diploma', '100 e lode']"
"['Insegnante di matematica istruzione secondaria', 'Teaching Assistant', 'Phd student in Mathematics', 'Mathematics Tutor', 'Insegnante di matematica (A47)']","['Abilitation for Mathematics Teaching at High School Level (TFA)', 'Mathematics (A047)', '98/100', ""Master's degree"", 'Matematica', '110/110 cum laude', ""Bachelor's degree"", 'Matematica', '110/110']"
['Docente di matematica e fisica'],"['tutor dsa e disabili area scientifica', 'Laurea Magistrale  LM', 'Matematica', '105', '1° ciclo -  Laurea L', 'Matematica']"
"['Docenti', 'impiegata amministrativa', 'impiegata amministrativa']","['Laurea Magistrale  LM', 'Matematica']"
"['Insegnante di Fisica e Matematica', 'Creatore', ""Materiale didattico per l'insegnamento della Fisica"", 'Insegnante di Fisica e Matematica', ""Materiale didattico per l'insegnamento della Fisica""]","['Laurea in Fisica', 'Scienze Matematiche Fisiche e Naturali', 'Physics']"
"['Insegnante di Matematica e Fisica', 'Insegnante di Matematica', 'Tutor di matematica e fisica']","['Laurea Magistrale  LM', 'Matematica', 'Laurea triennale', 'Matematica', 'Mathématiques']"
"['docente di matematica e fisica', 'consulente']","['Laurea in matematica', 'laurea', 'Matematica']"
"['Contributor', 'Contributor', 'Traduttore', 'Researcher', 'Waiter', 'Intern']","['Master of Arts (MA)', 'Diplomacy and International Politics', 'Laurea Magistrale  LM', 'Relazioni Internazionali', '110/110L', 'Sociologia e Relaçoes Internationais', '1° ciclo -  Laurea L', 'Scienze politiche e delle Relazioni Internazionali', '106/110']"
"['Insegnante di matematica', 'CCO', 'Freelance Web Designer', 'CEO', 'markup, sviluppo', 'redattore']","['Laurea triennale', 'Matematica', '99/110', 'Bachelor of Engineering (BEng)', 'Mechanical Design']"
"['Professore Matematica e Scienze A28', 'Professore di matematica e scienze A028', 'Professore di matematica A 26']","['Laurea Magistrale  LM 40', 'Matematica applicata', '110L']"
['Insegnante'],[]
